Date,Close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11
2000-08-11 04:00:00,236.75,-166.6776797370861,84.04369318823457,79.76751199661814,42.337981294118656,-9.214290610642744,-4.919360770962587,-31.264387049137373,-22.50622974557693,-0.8495666614478345,-165.80170160393448,411.5302355379562
2000-08-14 04:00:00,238.5,-166.49636714061722,99.05476723377848,131.46216184791155,66.54878945469841,-3.5242544278274224,-4.301178944037247,-30.22120138847091,-22.497646606491745,-0.7311016088704001,-165.84027889973765,411.566160358051
2000-08-15 04:00:00,240.5,26.383225622234914,15.239309451303308,133.47411336207009,82.85541071028736,2.2338133216368448,-3.6668423521981723,-29.143486201807143,-22.48738398884514,-0.612418726186732,-165.87861060454,411.602107679272
2000-08-16 04:00:00,243.5,94.09588901505202,-51.88091608630875,90.64484945552614,88.89498182436704,7.990428115280312,-3.019788851557977,-28.032890324805532,-22.47544910894322,-0.4935210872220033,-165.9166966685893,411.6380774926664
2000-08-17 04:00:00,239.5,-80.90604015293641,-14.633860000735018,15.581826733858856,85.22213443835692,13.667716662454584,-2.363456298229287,-26.891062593125802,-22.461849183091605,-0.37441176580169966,-165.95453704213378,411.6740697892836
2000-08-18 04:00:00,238.5,74.32460665823076,37.54959244674809,-62.64214493982801,73.1490562102775,19.157526183349425,-1.7012825483245924,-25.719651842427414,-22.446591427596545,-0.25509383575090894,-165.99213167542135,411.7100845601707
2000-08-21 04:00:00,236.25,-80.28993521869302,-60.77810498667462,-107.71794060952945,53.983221232114225,24.356417464190613,-1.0367054579566433,-24.520306908369836,-22.4296830587639,-0.1355703708948912,-166.0294805187003,411.7461217963764
2000-08-22 04:00:00,234.75,106.07700935841243,-69.52896027532712,-111.44436016798684,29.028828012297414,29.16422687475791,-0.3731628832377787,-23.2946766266129,-22.411131292899725,-0.015844445059013168,-166.06658352221842,411.7821814889492
2000-08-23 04:00:00,233.75,-153.49052115173635,98.14109415187842,-78.280366479471,0.0650990529384714,33.480790784830745,0.28590731971916483,-22.044409832815816,-22.390943346310046,0.10408086793142779,-166.10344063622372,411.8182636289365
2000-08-24 04:00:00,240.5,213.9443450189592,7.75451521026049,-17.522140627191256,-29.22864716913285,37.205945564188724,0.9370672948017212,-20.771155362638357,-22.369126435300796,0.2242024942513332,-166.14005181096434,411.85436820738687
2000-08-25 04:00:00,241.5,-269.70768168585437,-154.45501270436247,46.50252261348306,-54.6980681834066,40.23952758261134,1.5768791858973503,-19.476562051740054,-22.34568777617791,0.3445173600752085,-166.17641699668815,411.89049521534815
2000-08-28 04:00:00,242.5,301.45157807777827,7.794712859179401,87.22500097630865,-72.18882151937326,42.48137320987827,2.2019051368934734,-18.16227873578044,-22.320634585247543,0.46502239157813285,-166.21253614364346,411.9266446438695
2000-08-29 04:00:00,250.25,-298.05821184967874,177.37802013389262,85.1359389838269,-78.46879423075379,43.831318815769045,2.808707291677322,-16.829954250419057,-22.29397407881555,0.5857145149345424,-166.2484092020781,411.9628164839979
2000-08-30 04:00:00,246.25,-66.52950555460622,128.04104853015085,35.34641818916616,-74.02537491017817,44.21978421204754,3.393847794136497,-15.48123743131544,-22.265713473187944,0.7065906563192552,-166.28403612224017,411.9990107267821
2000-08-31 04:00:00,251.0,205.67721518138893,-35.87672977756229,-28.521211860217296,-60.39051544244445,43.69930599183068,3.9541057747425854,-14.117777114129277,-22.235859984670757,0.8276477419070822,-166.31941685437775,412.0352273632704
2000-09-01 04:00:00,251.0,-144.05812263276272,-132.79527776818938,-63.447341999343145,-39.12675115433504,42.35197344288544,4.487291111301568,-12.741222134519866,-22.204420829569877,0.9488826978725626,-166.35455134873848,412.07146638451013
2000-09-05 04:00:00,250.25,94.9568064118128,-27.0550937830594,-40.73648205991481,-12.31314323470028,40.25901944665103,4.992070087947173,-11.353221328147102,-22.171403224191355,1.070292450390633,-166.3894395555711,412.10772778155035
2000-09-06 04:00:00,253.0,-73.51211499376674,76.77854773123651,11.010382139628943,15.905143679337694,37.501561220552034,5.467224652827783,-9.955423530670261,-22.13681438484128,1.191873925635928,-166.42408142512295,412.14401154543896
2000-09-08 04:00:00,249.5,83.24103056808121,-30.62069384968107,49.24065422760827,40.86641908858914,34.16072776625857,5.911524969846145,-8.549477577749004,-22.10066152782555,1.313624049783325,-166.45847690764245,412.1803176672239
2000-09-11 04:00:00,250.5,-112.54953408469696,-35.653611029123155,38.7460825954981,58.707259291129525,30.31764808544035,6.323741202905364,-7.137032305042811,-22.062951869450096,1.4355397490072015,-166.49262595337754,412.2166461379537
2000-09-12 04:00:00,249.25,141.13881163858213,29.593557280374114,-14.380421205870045,68.92103394168853,26.05345117976758,6.702643515908302,-5.719736548211301,-22.023692626020985,1.5576179494826938,-166.52652851257614,412.2529969486765
2000-09-13 04:00:00,245.0,-152.9512578120248,-32.46330760566594,-40.626838420478514,72.45428416263175,21.44926605091034,7.04700207275782,-4.299239142914104,-21.98289101384421,1.6798555773843482,-166.56018453548646,412.28937009043983
